failure_id,machine_id,failure_timestamp,component_failed,downtime_hours,failure_severity,failure_occurred,failure_within_24h,failure_within_7d,root_cause_category,root_cause_subcategory,confidence_label,engineer_verified,pre_failure_anomaly_window_hours,max_temperature_c_72h,max_vibration_x_72h,max_motor_current_a_72h,min_lubricant_quality_72h,diagnostic_summary,recommended_action
F00253,M001,2022-01-21T08:14:00,door_seal,23.68,Major,1,1,1,sensor_or_control,thermal sensor drift,0.93,True,72,214.68,0.094,14.67,71.43,door_seal failed after a 72-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00253.,check power supply and wiring
F00254,M001,2022-01-22T18:43:00,cooling_fan,10.78,Major,1,1,1,overheating,heating element degradation,0.91,True,48,220.86,0.113,14.238,67.12,cooling_fan failed after a 48-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00254.,check power supply and wiring
F00255,M007,2022-01-26T23:27:30,imaging_drum,6.51,Moderate,1,1,1,blockage_or_jam,paper feed jam,0.79,True,48,183.0,1.416,11.974,39.61,imaging_drum failed after a 48-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00255.,schedule immediate service
F00256,M018,2022-01-28T18:49:42,keypad_matrix,1.12,Minor,1,1,1,sensor_or_control,keypad contact issue,0.95,True,48,40.83,0.05,0.098,85.78,keypad_matrix failed after a 48-hour sensor_or_control pattern connected to keypad contact issue. Sensor rows in that window carry related_failure_id=F00256.,check power supply and wiring
F00257,M020,2022-01-30T07:08:10,audio_driver,1.28,Minor,1,1,1,sensor_or_control,bluetooth module dropouts,0.86,True,72,43.05,0.071,0.442,79.47,audio_driver failed after a 72-hour sensor_or_control pattern connected to bluetooth module dropouts. Sensor rows in that window carry related_failure_id=F00257.,reset and recalibrate sensor
F00258,M002,2022-01-30T08:42:00,filter,13.56,Major,1,1,1,blockage_or_jam,airflow restriction,0.76,True,72,109.72,3.305,9.148,66.33,filter failed after a 72-hour blockage_or_jam pattern connected to airflow restriction. Sensor rows in that window carry related_failure_id=F00258.,clean or clear obstruction
F00259,M002,2022-02-01T01:54:05,motor,4.75,Moderate,1,1,1,blockage_or_jam,brush roll jam,0.91,True,24,47.75,0.842,10.213,63.64,motor failed after a 24-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00259.,clean or clear obstruction
F00260,M017,2022-02-03T18:49:43,power_relay,3.45,Moderate,1,1,1,electrical_fault,power relay fault,0.88,True,96,86.44,0.064,9.071,74.73,power_relay failed after a 96-hour electrical_fault pattern connected to power relay fault. Sensor rows in that window carry related_failure_id=F00260.,check power supply and wiring
F00261,M015,2022-02-08T20:17:00,control_board,15.2,Major,1,1,1,wear_or_lubrication,fan motor bearing wear,0.79,True,48,56.68,1.396,12.994,33.44,control_board failed after a 48-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00261.,top up lubricant and inspect bearings
F00262,M018,2022-02-10T13:21:00,lcd_display,0.89,Minor,1,1,1,electrical_fault,logic board reset,0.83,False,48,33.85,0.021,0.112,77.96,lcd_display failed after a 48-hour electrical_fault pattern connected to logic board reset. Sensor rows in that window carry related_failure_id=F00262.,check power supply and wiring
F00263,M003,2022-02-16T23:53:00,circulation_pump,0.91,Minor,1,1,1,blockage_or_jam,drain restriction,0.9,True,72,57.07,0.553,9.546,74.84,circulation_pump failed after a 72-hour blockage_or_jam pattern connected to drain restriction. Sensor rows in that window carry related_failure_id=F00263.,schedule immediate service
F00264,M013,2022-02-17T20:47:00,blade_assembly,5.87,Moderate,1,1,1,blockage_or_jam,blade jam,0.99,True,96,136.57,2.066,6.408,61.92,blade_assembly failed after a 96-hour blockage_or_jam pattern connected to blade jam. Sensor rows in that window carry related_failure_id=F00264.,clean or clear obstruction
F00265,M012,2022-02-21T18:01:09,charging_port,17.63,Major,1,1,1,electrical_fault,battery degradation,0.94,True,72,42.78,0.471,1.467,54.63,charging_port failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00265.,check power supply and wiring
F00266,M006,2022-02-22T18:05:45,image_sensor,1.66,Minor,1,1,1,wear_or_lubrication,shutter actuator wear,0.81,True,72,49.56,0.219,2.284,42.27,image_sensor failed after a 72-hour wear_or_lubrication pattern connected to shutter actuator wear. Sensor rows in that window carry related_failure_id=F00266.,top up lubricant and inspect bearings
F00267,M010,2022-02-24T23:46:00,feed_dog,34.82,Critical,1,1,1,wear_or_lubrication,needle drive vibration,0.95,True,72,78.71,1.258,3.679,52.78,feed_dog failed after a 72-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00267.,top up lubricant and inspect bearings
F00268,M004,2022-02-26T00:22:00,speaker_driver,4.8,Moderate,1,1,1,sensor_or_control,speaker driver distortion,0.98,True,96,80.8,0.347,3.679,83.23,speaker_driver failed after a 96-hour sensor_or_control pattern connected to speaker driver distortion. Sensor rows in that window carry related_failure_id=F00268.,reset and recalibrate sensor
F00269,M003,2022-02-26T02:04:00,circulation_pump,8.5,Moderate,1,1,1,pressure_or_airflow,water pressure anomaly,0.89,False,72,64.47,0.559,9.545,70.43,circulation_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00269.,clean or clear obstruction
F00270,M006,2022-02-26T17:04:00,image_sensor,0.9,Minor,1,1,1,wear_or_lubrication,shutter actuator wear,0.84,True,72,46.52,0.301,3.067,35.49,image_sensor failed after a 72-hour wear_or_lubrication pattern connected to shutter actuator wear. Sensor rows in that window carry related_failure_id=F00270.,inspect component and replace if worn
F00271,M009,2022-03-04T16:12:00,induction_coil,13.58,Major,1,1,1,overheating,induction coil overheating,0.92,True,48,176.99,0.302,14.641,49.92,induction_coil failed after a 48-hour overheating pattern connected to induction coil overheating. Sensor rows in that window carry related_failure_id=F00271.,schedule immediate service
F00272,M007,2022-03-06T04:09:00,imaging_drum,1.48,Minor,1,1,1,overheating,fuser overheating,0.91,True,24,188.44,1.424,10.471,34.89,imaging_drum failed after a 24-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00272.,check power supply and wiring
F00273,M019,2022-03-10T11:40:24,thermostat,1.36,Minor,1,1,1,sensor_or_control,thermostat drift,0.81,True,48,27.1,0.177,4.862,61.59,thermostat failed after a 48-hour sensor_or_control pattern connected to thermostat drift. Sensor rows in that window carry related_failure_id=F00273.,check power supply and wiring
F00274,M008,2022-03-12T07:16:00,paper_path_sensor,12.2,Major,1,1,1,wear_or_lubrication,feed roller wear,0.98,True,72,74.38,0.943,2.987,47.93,paper_path_sensor failed after a 72-hour wear_or_lubrication pattern connected to feed roller wear. Sensor rows in that window carry related_failure_id=F00274.,inspect component and replace if worn
F00275,M011,2022-03-12T09:42:20,turntable_motor,1.42,Minor,1,1,1,sensor_or_control,door interlock fault,0.84,True,72,94.88,0.234,9.04,72.27,turntable_motor failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00275.,check power supply and wiring
F00276,M001,2022-03-14T14:11:00,cooling_fan,4.96,Moderate,1,1,1,pressure_or_airflow,cooling fan failure,0.77,True,48,216.44,0.105,14.731,74.47,cooling_fan failed after a 48-hour pressure_or_airflow pattern connected to cooling fan failure. Sensor rows in that window carry related_failure_id=F00276.,clean or clear obstruction
F00277,M016,2022-03-21T19:20:00,trigger_sensor,6.01,Moderate,1,1,1,overheating,audio processor overheating,0.92,True,72,64.42,0.205,1.447,80.45,trigger_sensor failed after a 72-hour overheating pattern connected to audio processor overheating. Sensor rows in that window carry related_failure_id=F00277.,check power supply and wiring
F00278,M002,2022-03-22T22:13:00,filter,20.02,Major,1,1,1,blockage_or_jam,brush roll jam,0.77,True,72,76.02,1.509,9.666,69.13,filter failed after a 72-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00278.,clean or clear obstruction
F00279,M004,2022-03-26T09:51:00,speaker_driver,34.73,Critical,1,1,1,overheating,amplifier overheating,0.77,True,72,55.68,0.154,4.226,79.18,speaker_driver failed after a 72-hour overheating pattern connected to amplifier overheating. Sensor rows in that window carry related_failure_id=F00279.,schedule immediate service
F00280,M005,2022-03-31T14:35:00,pan_tilt_motor,1.9,Minor,1,1,1,sensor_or_control,network module fault,0.97,True,72,48.6,0.106,1.312,45.69,pan_tilt_motor failed after a 72-hour sensor_or_control pattern connected to network module fault. Sensor rows in that window carry related_failure_id=F00280.,check power supply and wiring
F00281,M003,2022-04-07T18:56:00,drain_pump,1.87,Minor,1,1,1,pressure_or_airflow,water pressure anomaly,0.91,True,72,62.55,0.889,9.048,71.17,drain_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00281.,inspect component and replace if worn
F00282,M009,2022-04-08T01:41:00,extractor_fan,6.18,Moderate,1,1,1,electrical_fault,power module fault,0.99,False,72,192.25,0.279,21.345,55.76,extractor_fan failed after a 72-hour electrical_fault pattern connected to power module fault. Sensor rows in that window carry related_failure_id=F00282.,check power supply and wiring
F00283,M006,2022-04-08T22:28:00,lens_mount,0.95,Minor,1,1,1,wear_or_lubrication,shutter actuator wear,0.94,True,72,46.48,0.066,2.555,54.46,lens_mount failed after a 72-hour wear_or_lubrication pattern connected to shutter actuator wear. Sensor rows in that window carry related_failure_id=F00283.,top up lubricant and inspect bearings
F00284,M014,2022-04-10T13:10:37,keypad,21.66,Major,1,1,1,sensor_or_control,keypad fault,0.82,True,72,42.47,0.06,0.372,85.71,keypad failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00284.,check power supply and wiring
F00285,M006,2022-04-12T10:45:08,image_sensor,14.59,Major,1,1,1,electrical_fault,battery voltage sag,0.89,True,72,43.31,0.132,4.06,72.5,image_sensor failed after a 72-hour electrical_fault pattern connected to battery voltage sag. Sensor rows in that window carry related_failure_id=F00285.,reset and recalibrate sensor
F00286,M014,2022-04-17T21:52:00,keypad,42.57,Critical,1,1,1,sensor_or_control,keypad fault,0.85,True,72,38.57,0.047,0.311,90.42,keypad failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00286.,check power supply and wiring
F00287,M009,2022-04-18T14:06:00,extractor_fan,2.5,Minor,1,1,1,sensor_or_control,temperature sensor drift,0.82,True,72,159.27,0.325,17.364,51.63,extractor_fan failed after a 72-hour sensor_or_control pattern connected to temperature sensor drift. Sensor rows in that window carry related_failure_id=F00287.,check power supply and wiring
F00288,M001,2022-04-27T06:52:00,door_seal,2.51,Moderate,1,1,1,sensor_or_control,thermal sensor drift,0.86,True,72,129.01,0.086,15.77,61.43,door_seal failed after a 72-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00288.,reset and recalibrate sensor
F00289,M005,2022-04-29T14:05:57,network_module,15.57,Major,1,1,1,electrical_fault,power board instability,0.95,True,72,47.31,0.165,1.464,31.39,network_module failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00289.,check power supply and wiring
F00290,M005,2022-04-30T00:47:00,pan_tilt_motor,5.43,Moderate,1,1,1,wear_or_lubrication,pan tilt motor binding,0.83,False,72,43.05,0.359,1.199,31.92,pan_tilt_motor failed after a 72-hour wear_or_lubrication pattern connected to pan tilt motor binding. Sensor rows in that window carry related_failure_id=F00290.,top up lubricant and inspect bearings
F00291,M004,2022-04-30T20:36:12,speaker_driver,37.34,Critical,1,1,1,electrical_fault,power supply instability,0.91,True,72,73.5,0.288,3.929,82.15,speaker_driver failed after a 72-hour electrical_fault pattern connected to power supply instability. Sensor rows in that window carry related_failure_id=F00291.,check power supply and wiring
F00292,M006,2022-05-01T08:22:00,lens_mount,1.69,Minor,1,1,1,blockage_or_jam,lens mount obstruction,0.81,True,96,51.5,0.248,2.828,59.13,lens_mount failed after a 96-hour blockage_or_jam pattern connected to lens mount obstruction. Sensor rows in that window carry related_failure_id=F00292.,clean or clear obstruction
F00293,M008,2022-05-01T09:38:38,drive_motor,12.64,Major,1,1,1,wear_or_lubrication,feed roller wear,0.86,True,48,66.56,0.854,3.26,47.24,drive_motor failed after a 48-hour wear_or_lubrication pattern connected to feed roller wear. Sensor rows in that window carry related_failure_id=F00293.,top up lubricant and inspect bearings
F00294,M016,2022-05-03T13:34:00,power_input,33.21,Critical,1,1,1,overheating,audio processor overheating,0.85,True,72,79.58,0.201,1.297,78.27,power_input failed after a 72-hour overheating pattern connected to audio processor overheating. Sensor rows in that window carry related_failure_id=F00294.,check power supply and wiring
F00295,M010,2022-05-07T19:30:00,feed_dog,11.57,Major,1,1,1,overheating,motor overheating,0.81,True,72,55.58,0.933,3.79,65.02,feed_dog failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00295.,schedule immediate service
F00296,M014,2022-05-09T20:53:00,battery_pack,14.33,Major,1,1,1,sensor_or_control,speaker fault,0.91,True,48,37.96,0.053,0.329,84.99,battery_pack failed after a 48-hour sensor_or_control pattern connected to speaker fault. Sensor rows in that window carry related_failure_id=F00296.,reset and recalibrate sensor
F00297,M003,2022-05-11T12:03:11,drain_pump,16.69,Major,1,1,1,pressure_or_airflow,water pressure anomaly,0.91,True,72,73.52,0.625,9.075,71.76,drain_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00297.,clean or clear obstruction
F00298,M002,2022-05-11T20:07:00,motor,1.02,Minor,1,1,1,overheating,motor overheating,0.95,False,72,102.73,0.775,9.525,63.69,motor failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00298.,inspect component and replace if worn
F00299,M007,2022-05-15T03:18:00,imaging_drum,5.44,Moderate,1,1,1,overheating,fuser overheating,0.91,True,24,196.15,0.91,10.872,39.19,imaging_drum failed after a 24-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00299.,check power supply and wiring
F00300,M002,2022-05-19T05:57:51,brush_roll,7.38,Moderate,1,1,1,blockage_or_jam,brush roll jam,0.89,True,72,82.56,0.001,9.142,64.42,brush_roll failed after a 72-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00300.,clean or clear obstruction
F00301,M011,2022-05-21T20:14:27,magnetron,6.22,Moderate,1,1,1,sensor_or_control,door interlock fault,0.87,True,72,91.55,0.242,9.421,70.68,magnetron failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00301.,reset and recalibrate sensor
F00302,M016,2022-05-24T03:26:00,power_input,60.0,Critical,1,1,1,sensor_or_control,trigger sensor drift,0.98,True,72,40.48,0.2,1.137,73.26,power_input failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00302.,reset and recalibrate sensor
F00303,M009,2022-05-25T15:54:23,temperature_sensor,4.65,Moderate,1,1,1,overheating,induction coil overheating,0.96,True,48,138.95,0.322,17.936,38.67,temperature_sensor failed after a 48-hour overheating pattern connected to induction coil overheating. Sensor rows in that window carry related_failure_id=F00303.,inspect component and replace if worn
F00304,M010,2022-05-28T08:08:00,bobbin_case,2.01,Minor,1,1,1,wear_or_lubrication,needle drive vibration,0.9,True,72,48.59,0.44,3.35,62.15,bobbin_case failed after a 72-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00304.,top up lubricant and inspect bearings
F00305,M014,2022-05-29T22:50:00,keypad,5.57,Moderate,1,1,1,electrical_fault,charging contact corrosion,0.93,True,48,40.85,0.048,0.402,83.08,keypad failed after a 48-hour electrical_fault pattern connected to charging contact corrosion. Sensor rows in that window carry related_failure_id=F00305.,reset and recalibrate sensor
F00306,M012,2022-05-30T17:58:00,blade_motor,4.34,Moderate,1,1,1,electrical_fault,charging port fault,0.79,True,72,42.73,0.523,1.174,52.81,blade_motor failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00306.,reset and recalibrate sensor
F00307,M003,2022-05-31T18:58:00,circulation_pump,4.95,Moderate,1,1,1,blockage_or_jam,drain restriction,0.95,True,48,41.95,0.437,9.392,65.5,circulation_pump failed after a 48-hour blockage_or_jam pattern connected to drain restriction. Sensor rows in that window carry related_failure_id=F00307.,schedule immediate service
F00308,M011,2022-06-07T08:20:06,door_interlock,11.17,Major,1,1,1,overheating,magnetron overheating,0.89,False,72,48.97,0.239,9.885,63.06,door_interlock failed after a 72-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00308.,check power supply and wiring
F00309,M013,2022-06-07T14:11:00,blade_assembly,35.47,Critical,1,1,1,overheating,motor overheating,0.91,True,72,93.04,2.951,7.353,60.15,blade_assembly failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00309.,check power supply and wiring
F00310,M014,2022-06-09T11:36:00,keypad,1.02,Minor,1,1,1,sensor_or_control,speaker fault,0.77,True,72,42.89,0.07,0.315,77.68,keypad failed after a 72-hour sensor_or_control pattern connected to speaker fault. Sensor rows in that window carry related_failure_id=F00310.,reset and recalibrate sensor
F00311,M020,2022-06-10T02:31:00,bluetooth_module,2.32,Minor,1,1,1,electrical_fault,battery degradation,0.8,True,72,38.96,0.072,0.676,77.61,bluetooth_module failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00311.,check power supply and wiring
F00312,M011,2022-06-11T18:47:00,turntable_motor,4.54,Moderate,1,1,1,sensor_or_control,door interlock fault,0.87,True,72,97.74,0.216,9.238,72.9,turntable_motor failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00312.,reset and recalibrate sensor
F00313,M015,2022-06-13T21:00:00,compressor,1.1,Minor,1,1,1,wear_or_lubrication,fan motor bearing wear,0.93,True,72,55.68,1.363,13.346,19.21,compressor failed after a 72-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00313.,top up lubricant and inspect bearings
F00314,M018,2022-06-15T05:56:48,logic_board,5.21,Moderate,1,1,1,electrical_fault,battery low voltage,0.85,False,48,37.0,0.035,0.152,86.28,logic_board failed after a 48-hour electrical_fault pattern connected to battery low voltage. Sensor rows in that window carry related_failure_id=F00314.,check power supply and wiring
F00315,M011,2022-06-17T12:56:00,door_interlock,4.27,Moderate,1,1,1,overheating,magnetron overheating,0.87,True,72,90.75,0.225,9.84,74.15,door_interlock failed after a 72-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00315.,inspect component and replace if worn
F00316,M020,2022-06-18T17:47:00,bluetooth_module,2.96,Moderate,1,1,1,electrical_fault,battery degradation,0.82,True,72,46.65,0.055,0.455,79.67,bluetooth_module failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00316.,check power supply and wiring
F00317,M004,2022-06-18T22:20:00,cooling_path,6.25,Moderate,1,1,1,overheating,amplifier overheating,0.98,True,72,68.88,0.001,4.867,87.31,cooling_path failed after a 72-hour overheating pattern connected to amplifier overheating. Sensor rows in that window carry related_failure_id=F00317.,schedule immediate service
F00318,M002,2022-06-23T15:54:00,motor,8.5,Moderate,1,1,1,blockage_or_jam,airflow restriction,0.77,True,96,62.15,1.522,9.117,69.67,motor failed after a 96-hour blockage_or_jam pattern connected to airflow restriction. Sensor rows in that window carry related_failure_id=F00318.,clean or clear obstruction
F00319,M014,2022-06-24T11:56:00,keypad,8.13,Moderate,1,1,1,electrical_fault,charging contact corrosion,0.81,True,96,41.55,0.054,0.459,82.15,keypad failed after a 96-hour electrical_fault pattern connected to charging contact corrosion. Sensor rows in that window carry related_failure_id=F00319.,reset and recalibrate sensor
F00320,M007,2022-06-24T17:04:00,imaging_drum,8.0,Moderate,1,1,1,overheating,fuser overheating,0.97,True,72,183.27,1.25,10.735,43.43,imaging_drum failed after a 72-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00320.,schedule immediate service
F00321,M012,2022-06-28T19:11:00,charging_port,20.99,Major,1,1,1,electrical_fault,battery degradation,0.97,True,72,45.09,0.492,1.295,53.65,charging_port failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00321.,check power supply and wiring
F00322,M004,2022-07-06T14:58:00,cooling_path,4.53,Moderate,1,1,1,electrical_fault,power supply instability,0.95,False,72,94.97,0.161,4.767,88.47,cooling_path failed after a 72-hour electrical_fault pattern connected to power supply instability. Sensor rows in that window carry related_failure_id=F00322.,reset and recalibrate sensor
F00323,M003,2022-07-11T12:08:00,drain_pump,15.52,Major,1,1,1,blockage_or_jam,drain restriction,0.86,True,48,63.17,0.148,9.118,62.13,drain_pump failed after a 48-hour blockage_or_jam pattern connected to drain restriction. Sensor rows in that window carry related_failure_id=F00323.,clean or clear obstruction
F00324,M003,2022-07-14T22:18:00,circulation_pump,55.03,Critical,1,1,1,pressure_or_airflow,water pressure anomaly,0.77,False,72,70.02,0.294,9.472,62.68,circulation_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00324.,clean or clear obstruction
F00325,M001,2022-07-15T00:42:00,cooling_fan,5.06,Moderate,1,1,1,overheating,heating element degradation,0.85,True,48,216.47,0.088,15.926,76.07,cooling_fan failed after a 48-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00325.,schedule immediate service
F00326,M015,2022-07-16T07:58:00,compressor,8.5,Moderate,1,1,1,electrical_fault,control board fault,0.99,False,24,57.69,0.976,19.052,31.94,compressor failed after a 24-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00326.,reset and recalibrate sensor
F00327,M011,2022-07-17T13:23:00,turntable_motor,16.17,Major,1,1,1,sensor_or_control,door interlock fault,0.81,True,72,78.37,0.225,9.489,66.1,turntable_motor failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00327.,reset and recalibrate sensor
F00328,M010,2022-07-23T19:50:00,bobbin_case,2.5,Minor,1,1,1,wear_or_lubrication,needle drive vibration,0.96,True,72,69.66,2.273,3.584,55.51,bobbin_case failed after a 72-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00328.,inspect component and replace if worn
F00329,M003,2022-07-24T09:34:00,circulation_pump,1.45,Minor,1,1,1,overheating,heater fault,0.93,True,48,89.79,0.858,9.818,67.25,circulation_pump failed after a 48-hour overheating pattern connected to heater fault. Sensor rows in that window carry related_failure_id=F00329.,check power supply and wiring
F00330,M018,2022-07-29T18:24:00,keypad_matrix,6.16,Moderate,1,1,1,electrical_fault,logic board reset,0.91,True,24,43.91,0.034,0.122,84.52,keypad_matrix failed after a 24-hour electrical_fault pattern connected to logic board reset. Sensor rows in that window carry related_failure_id=F00330.,reset and recalibrate sensor
F00331,M020,2022-07-30T23:20:14,charging_port,1.17,Minor,1,1,1,sensor_or_control,audio driver distortion,0.93,True,72,42.74,0.057,0.524,87.16,charging_port failed after a 72-hour sensor_or_control pattern connected to audio driver distortion. Sensor rows in that window carry related_failure_id=F00331.,check power supply and wiring
F00332,M012,2022-08-05T07:55:00,blade_motor,4.95,Moderate,1,1,1,electrical_fault,charging port fault,0.82,True,72,50.76,0.536,1.413,50.63,blade_motor failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00332.,check power supply and wiring
F00333,M009,2022-08-05T19:50:00,extractor_fan,19.3,Major,1,1,1,sensor_or_control,temperature sensor drift,0.91,False,48,187.48,0.329,18.415,52.5,extractor_fan failed after a 48-hour sensor_or_control pattern connected to temperature sensor drift. Sensor rows in that window carry related_failure_id=F00333.,reset and recalibrate sensor
F00334,M016,2022-08-09T08:22:00,audio_processor,6.35,Moderate,1,1,1,overheating,audio processor overheating,0.86,True,72,68.71,0.222,1.189,75.22,audio_processor failed after a 72-hour overheating pattern connected to audio processor overheating. Sensor rows in that window carry related_failure_id=F00334.,schedule immediate service
F00335,M002,2022-08-15T02:46:00,motor,3.55,Moderate,1,1,1,blockage_or_jam,brush roll jam,0.79,True,72,100.13,2.251,9.106,66.25,motor failed after a 72-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00335.,schedule immediate service
F00336,M007,2022-08-25T16:21:00,imaging_drum,2.17,Minor,1,1,1,blockage_or_jam,paper feed jam,0.94,True,72,128.16,1.567,10.951,41.87,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00336.,schedule immediate service
F00337,M003,2022-08-28T17:15:00,drain_pump,1.68,Minor,1,1,1,pressure_or_airflow,water pressure anomaly,0.9,True,72,77.81,0.326,9.259,65.2,drain_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00337.,inspect component and replace if worn
F00338,M006,2022-08-31T07:04:00,battery_pack,46.07,Critical,1,1,1,blockage_or_jam,lens mount obstruction,0.79,True,72,50.25,0.317,2.967,45.45,battery_pack failed after a 72-hour blockage_or_jam pattern connected to lens mount obstruction. Sensor rows in that window carry related_failure_id=F00338.,clean or clear obstruction
F00339,M004,2022-08-31T14:43:52,cooling_path,2.05,Minor,1,1,1,overheating,amplifier overheating,0.9,True,72,97.83,0.029,3.436,78.49,cooling_path failed after a 72-hour overheating pattern connected to amplifier overheating. Sensor rows in that window carry related_failure_id=F00339.,schedule immediate service
F00340,M020,2022-09-01T14:36:00,audio_driver,20.09,Major,1,1,1,sensor_or_control,bluetooth module dropouts,0.89,True,72,39.13,0.081,0.328,88.18,audio_driver failed after a 72-hour sensor_or_control pattern connected to bluetooth module dropouts. Sensor rows in that window carry related_failure_id=F00340.,check power supply and wiring
F00341,M009,2022-09-02T06:26:00,power_module,4.62,Moderate,1,1,1,overheating,induction coil overheating,0.77,True,72,170.29,0.356,17.97,52.28,power_module failed after a 72-hour overheating pattern connected to induction coil overheating. Sensor rows in that window carry related_failure_id=F00341.,schedule immediate service
F00342,M003,2022-09-10T19:58:00,drain_pump,5.72,Moderate,1,1,1,pressure_or_airflow,water pressure anomaly,0.91,True,72,77.12,0.925,9.075,75.96,drain_pump failed after a 72-hour pressure_or_airflow pattern connected to water pressure anomaly. Sensor rows in that window carry related_failure_id=F00342.,inspect component and replace if worn
F00343,M020,2022-09-11T01:48:46,bluetooth_module,1.92,Minor,1,1,1,sensor_or_control,audio driver distortion,0.92,True,72,44.9,0.076,0.495,83.19,bluetooth_module failed after a 72-hour sensor_or_control pattern connected to audio driver distortion. Sensor rows in that window carry related_failure_id=F00343.,reset and recalibrate sensor
F00344,M019,2022-09-17T07:37:00,door_seal,16.5,Major,1,1,1,pressure_or_airflow,door seal leak,0.87,False,96,21.97,0.779,5.051,57.06,door_seal failed after a 96-hour pressure_or_airflow pattern connected to door seal leak. Sensor rows in that window carry related_failure_id=F00344.,inspect component and replace if worn
F00345,M010,2022-09-19T08:07:00,bobbin_case,2.43,Minor,1,1,1,wear_or_lubrication,needle drive vibration,0.88,False,48,62.39,1.586,3.334,41.34,bobbin_case failed after a 48-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00345.,inspect component and replace if worn
F00346,M016,2022-09-20T17:03:53,power_input,6.3,Moderate,1,1,1,overheating,audio processor overheating,0.79,True,24,78.62,0.19,1.204,75.17,power_input failed after a 24-hour overheating pattern connected to audio processor overheating. Sensor rows in that window carry related_failure_id=F00346.,schedule immediate service
